claim_id,policy_id,customer_id,vehicle_id,agent_id,accident_datetime,claim_datetime,fault,accident_area,accident_description,accident_latitude,accident_longitude,police_report_filed,witness_present,number_of_supplements,claimed_amount_eur,repair_workshop
CLM_13048,POL_05974,CUS_06502,VEH_05507,AGT_00036,2023-10-05 17:49:00,2023-11-18 11:49:00,Policy Holder,Suburban,rear-end collision,38.671932,-4.985066,Yes,No,6,855.48,Chapa y Pintura Castro - Palma
CLM_13049,POL_07299,CUS_03463,VEH_07941,AGT_00156,2025-12-01 07:21:00,2026-01-07 14:21:00,Policy Holder,Suburban,falling object,39.867553,-3.43786,No,No,4,3668.45,Garage Medina - Elche
CLM_13050,POL_07684,CUS_00073,VEH_03670,AGT_00037,2024-08-24 23:14:00,2024-08-28 06:14:00,Third Party,Parking,vandalism,38.630538,2.646758,Yes,Yes,0,937.88,Chapa y Pintura García - Sevilla
CLM_13052,POL_00590,CUS_04275,VEH_03365,AGT_00098,2022-08-05 19:17:00,2022-09-14 15:17:00,Policy Holder,Highway,animal collision,38.596405,-2.293256,No,No,1,2238.29,Garage Flores - Gijón
CLM_13054,POL_04827,CUS_04591,VEH_05266,AGT_00036,2022-12-29 21:11:00,2023-01-14 10:11:00,Third Party,Urban,pedestrian involved,39.890363,0.037551,No,Yes,5,969.34,Mecánica Díaz - Bilbao
CLM_13055,POL_05711,CUS_00610,VEH_00117,AGT_00066,2024-05-05 11:45:00,2024-05-09 15:45:00,Policy Holder,Urban,hit and run,39.118281,-4.355542,No,No,7,431.34,Auto Romero - Vitoria
CLM_13056,POL_06131,CUS_03535,VEH_07440,AGT_00006,2022-04-21 00:37:00,2022-05-11 10:37:00,Policy Holder,Urban,pedestrian involved,43.593746,-6.884676,Yes,No,2,537.79,Reparaciones Castillo - Zaragoza
CLM_13057,POL_04340,CUS_00079,VEH_02860,AGT_00085,2023-12-15 22:53:00,2023-12-30 04:53:00,Policy Holder,Parking,hit and run,42.671891,0.225297,No,No,3,546.02,Carrocerías Torres - Madrid
CLM_13058,POL_05717,CUS_04633,VEH_02989,AGT_00151,2022-05-17 16:52:00,2022-06-14 18:52:00,Policy Holder,Suburban,pothole damage,39.613156,-2.400909,No,No,0,14823.96,Garage García - Murcia
CLM_13059,POL_07095,CUS_06239,VEH_02605,AGT_00151,2023-05-31 13:25:00,2023-06-29 06:25:00,Policy Holder,Parking,parking damage,42.131113,-4.524349,Yes,No,5,4128.34,Garage Medina - Elche
CLM_13060,POL_05068,CUS_04915,VEH_04576,AGT_00170,2022-06-30 09:17:00,2022-08-11 20:17:00,Policy Holder,Urban,rollover,43.496061,-8.251393,No,No,4,676.13,Garage Rodríguez - Murcia
CLM_13061,POL_05371,CUS_00964,VEH_02202,AGT_00000,2024-04-17 23:32:00,2024-05-28 19:32:00,Third Party,Urban,frontal collision,40.569733,-2.623036,No,Unknown,5,2415.33,Taller Molina - Vitoria
CLM_13062,POL_02089,CUS_03353,VEH_03516,AGT_00070,2024-10-16 22:50:00,2024-11-13 07:50:00,Policy Holder,Urban,flooding damage,37.509414,-4.405388,No,No,7,1297.43,Carrocerías Gómez - Valencia
CLM_13063,POL_00584,CUS_03100,VEH_01705,AGT_00043,2022-01-01 03:33:00,2022-01-24 20:33:00,Policy Holder,Rural,multi-vehicle pileup,40.418165,-8.217152,No,Yes,4,2154.58,Chapa y Pintura Jiménez - Málaga
CLM_13064,POL_08332,CUS_02952,VEH_08555,AGT_00032,2023-02-27 00:50:00,2023-04-03 08:50:00,Policy Holder,Suburban,vandalism,41.482453,-8.127251,No,No,0,5196.41,Auto Ramírez - Bilbao
CLM_13065,POL_05091,CUS_05003,VEH_05119,AGT_00169,2022-09-24 23:29:00,2022-10-31 22:29:00,Policy Holder,Urban,bicycle involved,43.024248,-2.982051,No,No,6,636.1,Chapa y Pintura Pérez - Valladolid
CLM_13066,POL_03379,CUS_00378,VEH_05611,AGT_00173,2023-09-25 13:12:00,2023-10-17 07:12:00,Policy Holder,Highway,pedestrian involved,40.636211,-6.998036,No,No,3,1403.6,Carrocerías Ortiz - Córdoba
CLM_13068,POL_04397,CUS_06867,VEH_06228,AGT_00120,2025-08-11 16:42:00,2025-08-15 02:42:00,Policy Holder,Rural,parking damage,36.301333,1.876937,No,No,5,6966.56,Auto Morales - Málaga
CLM_13069,POL_06905,CUS_03439,VEH_01416,AGT_00147,2024-09-17 22:26:00,2024-10-20 18:26:00,Policy Holder,Urban,pedestrian involved,40.57819,-5.323245,No,No,1,2500.09,Taller Castillo - Bilbao
CLM_13070,POL_04397,CUS_06867,VEH_07090,AGT_00100,2023-04-02 10:18:00,2023-04-24 04:18:00,Policy Holder,Highway,vandalism,42.515332,-0.398249,Yes,Yes,1,1158.32,Auto Reyes - Palma
CLM_13071,POL_08296,CUS_07144,VEH_08111,AGT_00106,2023-03-03 01:58:00,2023-04-06 15:58:00,Third Party,Urban,side impact,42.557223,-1.717135,No,No,7,2991.31,Carrocerías Iglesias - Elche
CLM_13072,POL_03635,CUS_01224,VEH_06088,AGT_00107,2025-07-11 04:27:00,2025-07-30 09:27:00,Policy Holder,Urban,rear-end collision,39.001174,-4.049581,Yes,Yes,3,645.27,Reparaciones Torres - Alicante
CLM_13073,POL_06678,CUS_03885,VEH_05817,AGT_00169,2022-08-17 05:56:00,2022-09-18 21:56:00,Policy Holder,Urban,theft attempt,36.831227,-0.625031,No,No,3,1675.36,Taller Blanco - Gijón
CLM_13075,POL_05319,CUS_03204,VEH_00088,AGT_00123,2023-01-31 11:47:00,2023-02-02 10:47:00,Third Party,Urban,multi-vehicle pileup,43.436028,-4.875986,No,No,6,3696.06,Mecánica Medina - Elche
CLM_13076,POL_02563,CUS_05259,VEH_06592,AGT_00083,2022-12-12 10:19:00,2022-12-18 18:19:00,Policy Holder,Urban,animal collision,38.324714,-6.301968,Yes,Yes,2,395.84,Mecánica Rubio - Granada
CLM_13077,POL_00188,CUS_01868,VEH_00502,AGT_00012,2024-02-11 20:30:00,2024-02-26 16:30:00,Policy Holder,Suburban,pothole damage,38.38382,-2.219472,No,No,2,914.31,Carrocerías Sánchez - Hospitalet
CLM_13078,POL_02567,CUS_00365,VEH_03572,AGT_00128,2023-04-12 11:14:00,2023-05-03 17:14:00,Policy Holder,Urban,vandalism,43.167216,-5.906738,No,Yes,7,6285.48,Taller González - Valencia
CLM_13080,POL_00857,CUS_05233,VEH_00994,AGT_00114,2022-05-08 04:55:00,2022-06-13 20:55:00,Policy Holder,Urban,weather-related,41.752578,-4.242405,Yes,No,3,879.23,Auto López - Barcelona
CLM_13081,POL_06318,CUS_00014,VEH_07021,AGT_00158,2025-06-03 08:22:00,2025-06-15 15:22:00,Third Party,Suburban,vandalism,37.32316,-4.318102,No,Yes,2,2432.92,Auto Jiménez - Zaragoza
CLM_13082,POL_06079,CUS_04421,VEH_06126,AGT_00075,2025-03-18 06:21:00,2025-03-24 04:21:00,Policy Holder,Rural,glass breakage,36.423786,-0.766696,No,Unknown,4,920.95,Carrocerías Torres - Madrid
CLM_13083,POL_01156,CUS_06730,VEH_05734,AGT_00077,2025-10-07 06:34:00,2025-10-30 12:34:00,Policy Holder,Rural,fire damage,40.062133,2.446308,No,No,1,1122.43,Garage Rodríguez - Vigo
CLM_13084,POL_08681,CUS_02024,VEH_03579,AGT_00152,2024-02-02 03:23:00,2024-02-28 01:23:00,Policy Holder,Urban,vandalism,43.138885,-2.383808,Unknown,Yes,2,2391.9,Chapa y Pintura Rodríguez - Coruña
CLM_13085,POL_05962,CUS_02620,VEH_07918,AGT_00015,2023-08-20 04:41:00,2023-09-22 02:41:00,Policy Holder,Suburban,multi-vehicle pileup,41.660001,2.854129,Yes,Yes,4,5145.24,Garage Rivera - Zaragoza
CLM_13086,POL_08779,CUS_00880,VEH_01861,AGT_00033,2025-06-06 06:51:00,2025-06-17 10:51:00,Policy Holder,Rural,fire damage,43.214535,-8.269177,Unknown,No,6,2199.58,Mecánica Ortiz - Barcelona
CLM_13088,POL_07019,CUS_03244,VEH_01590,AGT_00088,2024-11-19 06:20:00,2024-11-24 19:20:00,Policy Holder,Urban,single vehicle accident,37.740829,-4.339247,Yes,No,3,1488.03,Carrocerías Díaz - Bilbao
CLM_13089,POL_01279,CUS_00278,VEH_02957,AGT_00094,2024-06-16 08:04:00,2024-07-25 04:04:00,Policy Holder,Suburban,vandalism,40.590382,-4.956381,Unknown,Yes,5,3426.56,Garage Castillo - Córdoba
CLM_13090,POL_03787,CUS_04112,VEH_04691,AGT_00052,2022-05-03 01:04:00,2022-05-20 01:04:00,Policy Holder,Highway,glass breakage,36.147725,2.962899,No,No,1,115.59,Chapa y Pintura Jiménez - Valencia
CLM_13091,POL_00424,CUS_05969,VEH_04939,AGT_00152,2024-11-12 03:16:00,2024-12-13 09:16:00,Policy Holder,Urban,rollover,36.534894,-0.198447,No,No,7,1538.99,Taller Sánchez - Gijón
CLM_13092,POL_04471,CUS_05426,VEH_06412,AGT_00056,2024-09-09 09:33:00,2024-10-09 06:33:00,Third Party,Urban,rollover,42.870345,-1.581117,Yes,Yes,7,1089.14,Taller Suárez - Barcelona
CLM_13095,POL_08156,CUS_03353,VEH_02522,AGT_00141,2023-02-18 21:02:00,2023-03-07 03:02:00,Third Party,Parking,parking damage,36.311724,2.793154,No,Yes,0,1381.9,Auto Morales - Vitoria
CLM_13097,POL_02695,CUS_04026,VEH_07001,AGT_00005,2022-09-09 08:00:00,2022-09-15 20:00:00,Third Party,Suburban,bicycle involved,37.386088,-0.570656,Yes,Yes,7,3898.45,Reparaciones Suárez - Elche
CLM_13100,POL_06042,CUS_05193,VEH_02988,AGT_00176,2025-04-13 00:52:00,2025-05-18 07:52:00,Policy Holder,Suburban,fire damage,40.975358,-4.425407,No,No,5,1268.5,Taller Castillo - Zaragoza
CLM_13101,POL_04873,CUS_05601,VEH_07927,AGT_00048,2024-03-02 21:53:00,2024-04-16 11:53:00,Policy Holder,Suburban,bicycle involved,36.536737,1.738871,No,No,0,1111.52,Garage Martínez - Madrid
CLM_13104,POL_09427,CUS_05747,VEH_00937,AGT_00056,2024-07-13 11:02:00,2024-08-07 00:02:00,Policy Holder,Parking,animal collision,42.338357,2.625058,No,No,0,1867.94,Auto Marín - Las Palmas
CLM_13105,POL_08847,CUS_02741,VEH_03752,AGT_00152,2022-11-16 05:48:00,2022-12-04 11:48:00,Policy Holder,Suburban,fire damage,41.024563,-6.435247,No,No,4,4245.45,Carrocerías Gómez - Valencia
CLM_13106,POL_05338,CUS_00498,VEH_01114,AGT_00000,2022-05-21 23:30:00,2022-06-18 07:30:00,Policy Holder,Highway,rear-end collision,36.137538,-6.637948,No,No,0,3741.73,Reparaciones Ortiz - Bilbao
CLM_13107,POL_06899,CUS_02157,VEH_07545,AGT_00077,2024-06-10 07:25:00,2024-07-13 21:25:00,Third Party,Rural,multi-vehicle pileup,36.125934,3.01466,Unknown,No,3,727.69,Garage Iglesias - Gijón
CLM_13108,POL_08727,CUS_05263,VEH_01126,AGT_00022,2025-11-20 17:58:00,2025-12-30 03:58:00,Policy Holder,Rural,flooding damage,37.536507,0.165789,No,No,0,3430.9,Auto González - Madrid
CLM_13109,POL_07996,CUS_00584,VEH_03525,AGT_00147,2023-02-11 21:23:00,2023-03-15 09:23:00,Policy Holder,Urban,theft attempt,36.189155,-5.4542,Unknown,No,0,2452.05,Taller Iglesias - Palma
CLM_13110,POL_00274,CUS_00346,VEH_03939,AGT_00083,2023-08-22 02:41:00,2023-09-24 22:41:00,Third Party,Urban,parking damage,40.649608,-0.939315,No,No,7,4813.33,Chapa y Pintura Blanco - Valencia
CLM_13112,POL_04093,CUS_01246,VEH_01867,AGT_00038,2023-04-27 08:39:00,2023-05-29 00:39:00,Policy Holder,Suburban,side impact,41.952987,2.544582,Yes,No,2,943.52,Chapa y Pintura Díaz - Zaragoza
CLM_13113,POL_01712,CUS_06636,VEH_02276,AGT_00031,2022-10-13 18:18:00,2022-10-31 23:18:00,Policy Holder,Rural,pothole damage,41.26957,-1.846927,No,Yes,5,6871.66,Chapa y Pintura Pérez - Madrid
CLM_13114,POL_03444,CUS_01130,VEH_01116,AGT_00137,2022-12-26 02:52:00,2023-01-16 06:52:00,Policy Holder,Urban,glass breakage,38.234177,-0.872063,No,No,2,1973.92,Chapa y Pintura Ortega - Vitoria
CLM_13117,POL_06032,CUS_00413,VEH_01565,AGT_00021,2023-02-11 17:10:00,2023-03-07 10:10:00,Third Party,Urban,glass breakage,43.466458,-4.606673,No,Yes,3,436.06,Chapa y Pintura Castillo - Las Palmas
CLM_13119,POL_02598,CUS_03604,VEH_03501,AGT_00015,2025-06-30 16:34:00,2025-07-12 09:34:00,Third Party,Urban,animal collision,38.555801,-3.236595,Yes,Yes,7,387.8,Auto Ruiz - Las Palmas
CLM_13120,POL_01043,CUS_05558,VEH_00217,AGT_00093,2025-12-19 03:53:00,2025-12-20 06:53:00,Third Party,Urban,pothole damage,42.959938,-3.568522,No,Yes,5,885.22,Auto Blanco - Alicante
CLM_13121,POL_06011,CUS_05561,VEH_03114,AGT_00177,2022-05-07 16:22:00,2022-05-13 05:22:00,Policy Holder,Parking,hit and run,41.666685,-5.691649,Unknown,No,2,1638.08,Carrocerías Marín - Madrid
CLM_13122,POL_09123,CUS_03826,VEH_07947,AGT_00024,2023-08-13 19:27:00,2023-09-16 21:27:00,Policy Holder,Highway,weather-related,37.047571,-6.111835,No,Yes,3,887.82,Carrocerías Domínguez - Elche
CLM_13123,POL_06115,CUS_01772,VEH_01753,AGT_00046,2023-10-29 04:23:00,2023-12-12 03:23:00,Third Party,Rural,side impact,41.276664,1.920056,No,Unknown,7,643.95,Reparaciones Castro - Coruña
CLM_13124,POL_08965,CUS_05487,VEH_06296,AGT_00081,2022-02-24 11:52:00,2022-03-23 05:52:00,Policy Holder,Suburban,theft attempt,39.03039,-0.282206,Yes,Yes,2,1878.47,Garage Martínez - Hospitalet
CLM_13125,POL_02094,CUS_06156,VEH_02833,AGT_00015,2024-04-10 14:35:00,2024-05-18 11:35:00,Policy Holder,Urban,side impact,37.434119,-5.1984,No,Yes,7,412.87,Mecánica Núñez - Valladolid
CLM_13128,POL_06420,CUS_01013,VEH_04073,AGT_00141,2023-11-06 19:30:00,2023-12-13 10:30:00,Policy Holder,Highway,pedestrian involved,36.308305,-3.910939,No,No,5,1141.92,Garage Ramírez - Coruña
CLM_13129,POL_01461,CUS_00348,VEH_06022,AGT_00104,2025-03-04 16:23:00,2025-03-14 02:23:00,Third Party,Suburban,multi-vehicle pileup,36.830763,-0.397153,Yes,Yes,3,2225.75,Mecánica Ortega - Valladolid
CLM_13130,POL_07997,CUS_05214,VEH_05858,AGT_00018,2023-08-13 04:11:00,2023-09-19 09:11:00,Third Party,Parking,mechanical failure,36.272227,-5.933592,Yes,Yes,3,4378.76,Reparaciones Torres - Alicante
CLM_13131,POL_04670,CUS_04431,VEH_05121,AGT_00121,2024-01-26 11:15:00,2024-01-29 23:15:00,Policy Holder,Suburban,animal collision,39.38574,-4.302735,Yes,No,1,2914.52,Garage Suárez - Elche
CLM_13132,POL_08061,CUS_06858,VEH_03116,AGT_00065,2022-12-15 02:06:00,2023-01-08 18:06:00,Policy Holder,Suburban,mechanical failure,40.827098,-6.067769,Yes,Yes,6,828.66,Chapa y Pintura Suárez - Coruña
CLM_13133,POL_06978,CUS_02140,VEH_00386,AGT_00106,2024-07-15 18:32:00,2024-08-21 17:32:00,Third Party,Parking,hit and run,42.497241,-6.605857,Yes,No,2,12652.77,Chapa y Pintura Ramírez - Alicante
CLM_13135,POL_08833,CUS_02470,VEH_07315,AGT_00173,2024-06-07 05:48:00,2024-06-16 17:48:00,Third Party,Urban,animal collision,41.638715,-4.09576,No,Yes,0,1353.55,Carrocerías Gil - Granada
CLM_13136,POL_00273,CUS_02484,VEH_03866,AGT_00068,2024-04-03 17:25:00,2024-05-13 11:25:00,Third Party,Urban,hit and run,38.606428,-0.38636,No,Yes,2,1068.12,Auto Marín - Granada
CLM_13137,POL_04117,CUS_00750,VEH_02118,AGT_00172,2025-09-19 23:52:00,2025-09-25 07:52:00,Policy Holder,Rural,vandalism,39.446894,2.456026,Yes,No,6,6709.52,Reparaciones Morales - Barcelona
CLM_13138,POL_03856,CUS_03801,VEH_01155,AGT_00128,2022-06-27 15:42:00,2022-07-09 08:42:00,Third Party,Highway,mechanical failure,41.988106,2.736836,Yes,Yes,6,1635.4,Mecánica Delgado - Coruña
CLM_13139,POL_05565,CUS_01048,VEH_05300,AGT_00053,2025-06-08 03:03:00,2025-06-10 12:03:00,Policy Holder,Rural,glass breakage,39.528464,-6.212082,Yes,Yes,6,819.84,Chapa y Pintura López - Las Palmas
CLM_13140,POL_06939,CUS_04181,VEH_07645,AGT_00015,2024-09-01 10:24:00,2024-09-28 17:24:00,Policy Holder,Highway,bicycle involved,36.596789,0.001078,No,Yes,6,23564.23,Garage Hernández - Murcia
CLM_13141,POL_04210,CUS_04884,VEH_03005,AGT_00135,2025-04-14 17:13:00,2025-04-17 21:13:00,Third Party,Urban,theft attempt,42.497406,-0.902005,No,No,1,228.63,Chapa y Pintura Moreno - Alicante
CLM_13142,POL_01901,CUS_00915,VEH_01788,AGT_00164,2025-05-10 07:11:00,2025-05-18 21:11:00,Policy Holder,Urban,rear-end collision,43.144254,-4.31094,Yes,Yes,4,2165.6,Garage Gómez - Zaragoza
CLM_13143,POL_04237,CUS_00939,VEH_06671,AGT_00041,2024-06-03 06:41:00,2024-07-11 14:41:00,Policy Holder,Highway,hit and run,37.906836,-3.173431,Yes,No,4,2026.36,Taller Reyes - Vitoria
CLM_13144,POL_05291,CUS_06191,VEH_00129,AGT_00034,2025-08-02 03:04:00,2025-08-30 17:04:00,Policy Holder,Urban,pothole damage,42.769451,-1.489284,Yes,Unknown,4,2898.77,Carrocerías Ramos - Vitoria
CLM_13145,POL_06692,CUS_00436,VEH_02373,AGT_00152,2024-01-18 08:04:00,2024-01-20 08:04:00,Policy Holder,Rural,mechanical failure,37.681447,2.052288,No,No,2,2314.34,Reparaciones Navarro - Elche
CLM_13147,POL_05846,CUS_06481,VEH_06889,AGT_00124,2025-03-04 21:02:00,2025-04-10 07:02:00,Third Party,Suburban,glass breakage,37.941737,-2.379466,No,Unknown,0,2689.02,Auto Gómez - Bilbao
CLM_13149,POL_02187,CUS_05086,VEH_07693,AGT_00149,2024-09-20 05:21:00,2024-09-28 00:21:00,Policy Holder,Urban,hit and run,38.677927,-3.1182,No,No,3,2304.56,Mecánica Ortega - Barcelona
CLM_13150,POL_06485,CUS_00216,VEH_05200,AGT_00146,2023-03-29 01:17:00,2023-04-06 12:17:00,Policy Holder,Suburban,single vehicle accident,36.803257,-2.443785,No,Unknown,2,4194.83,Chapa y Pintura Jiménez - Valladolid
CLM_13152,POL_04231,CUS_06502,VEH_03096,AGT_00157,2022-04-20 03:37:00,2022-05-26 08:37:00,Third Party,Highway,flooding damage,41.182245,1.425608,No,Yes,1,2097.6,Carrocerías Serrano - Vitoria
CLM_13154,POL_01106,CUS_00968,VEH_00741,AGT_00088,2023-03-17 11:22:00,2023-04-06 09:22:00,Policy Holder,Parking,falling object,36.489796,-8.109744,No,Yes,0,1883.45,Mecánica Martínez - Palma
CLM_13155,POL_05909,CUS_03158,VEH_08316,AGT_00085,2022-10-01 07:51:00,2022-10-20 03:51:00,Policy Holder,Rural,fire damage,37.713562,-5.814793,No,Unknown,3,1238.27,Chapa y Pintura Ortiz - Barcelona
CLM_13156,POL_01579,CUS_02979,VEH_00652,AGT_00092,2025-05-09 17:28:00,2025-06-19 14:28:00,Third Party,Urban,animal collision,42.019452,-2.413401,No,No,1,1722.73,Auto Romero - Vitoria
CLM_13157,POL_02473,CUS_00038,VEH_02154,AGT_00166,2024-07-19 20:16:00,2024-08-21 05:16:00,Policy Holder,Urban,bicycle involved,42.864288,-1.361017,No,No,7,3710.3,Taller García - Sevilla
CLM_13160,POL_09162,CUS_00643,VEH_05705,AGT_00134,2023-05-12 17:40:00,2023-05-16 12:40:00,Policy Holder,Urban,pedestrian involved,42.261996,-2.311298,No,No,4,1623.48,Carrocerías Díaz - Bilbao
CLM_13161,POL_01726,CUS_01143,VEH_06276,AGT_00101,2022-07-30 21:23:00,2022-08-16 05:23:00,Policy Holder,Suburban,animal collision,40.391932,-0.936809,No,Yes,5,2626.87,Reparaciones Torres - Córdoba
CLM_13163,POL_03999,CUS_01658,VEH_05747,AGT_00158,2025-08-19 06:17:00,2025-09-11 04:17:00,Policy Holder,Urban,mechanical failure,39.089356,-6.808219,Yes,No,7,2687.57,Carrocerías Torres - Bilbao
CLM_13164,POL_08973,CUS_01389,VEH_04124,AGT_00127,2023-07-25 13:44:00,2023-08-30 23:44:00,Policy Holder,Urban,vandalism,37.903096,-7.338034,No,Yes,0,2207.4,Taller Serrano - Las Palmas
CLM_13165,POL_03450,CUS_06698,VEH_03908,AGT_00082,2025-02-12 19:12:00,2025-03-16 21:12:00,Third Party,Highway,mechanical failure,39.899577,-4.873539,No,No,4,1578.02,Chapa y Pintura Pérez - Coruña
CLM_13166,POL_08736,CUS_01606,VEH_01957,AGT_00173,2024-08-05 12:53:00,2024-08-30 20:53:00,Third Party,Urban,vandalism,36.486888,-8.972845,Yes,No,2,1790.53,Chapa y Pintura González - Madrid
CLM_13167,POL_03264,CUS_06325,VEH_08161,AGT_00052,2022-05-27 06:35:00,2022-06-29 17:35:00,Policy Holder,Urban,mechanical failure,41.095069,-0.98637,No,No,2,6498.98,Mecánica Gil - Barcelona
CLM_13170,POL_00429,CUS_03678,VEH_05371,AGT_00045,2024-07-09 15:34:00,2024-07-28 11:34:00,Policy Holder,Suburban,pothole damage,38.491144,-0.254686,No,Yes,7,399.05,Auto Sánchez - Valencia
CLM_13171,POL_01587,CUS_05437,VEH_02367,AGT_00141,2023-04-12 05:59:00,2023-05-10 05:59:00,Policy Holder,Highway,hit and run,38.717217,1.730471,Yes,No,4,1279.49,Taller Rodríguez - Málaga
CLM_13172,POL_07642,CUS_05591,VEH_02507,AGT_00092,2024-09-01 06:37:00,2024-09-22 21:37:00,Third Party,Suburban,rollover,40.265268,0.934248,Unknown,No,3,2394.91,Chapa y Pintura Molina - Vitoria
CLM_13173,POL_03877,CUS_02860,VEH_06789,AGT_00033,2022-10-24 10:55:00,2022-11-23 11:55:00,Policy Holder,Suburban,pedestrian involved,40.414909,2.548262,Yes,No,4,2000.43,Taller Rivera - Madrid
CLM_13174,POL_02984,CUS_03650,VEH_04110,AGT_00080,2022-05-25 20:26:00,2022-06-17 13:26:00,Policy Holder,Suburban,theft attempt,38.921385,-8.53078,Yes,No,4,497.45,Carrocerías Torres - Madrid
CLM_13176,POL_00434,CUS_04724,VEH_00551,AGT_00162,2025-05-27 16:22:00,2025-06-20 14:22:00,Policy Holder,Suburban,pedestrian involved,38.326599,-0.555018,Yes,Yes,7,2869.1,Taller Blanco - Gijón
CLM_13178,POL_08951,CUS_03232,VEH_07946,AGT_00004,2022-06-09 04:55:00,2022-07-15 00:55:00,Policy Holder,Urban,weather-related,39.504607,-5.570089,No,No,4,6096.42,Mecánica Marín - Córdoba
CLM_13179,POL_02592,CUS_05955,VEH_01709,AGT_00080,2023-07-05 02:12:00,2023-07-30 01:12:00,Third Party,Urban,parking damage,41.385794,-1.88231,Yes,No,7,4733.91,Reparaciones Martínez - Coruña
CLM_13180,POL_00513,CUS_01621,VEH_03254,AGT_00141,2023-03-13 12:59:00,2023-04-21 08:59:00,Policy Holder,Urban,frontal collision,42.360637,-9.121047,Yes,No,4,1357.78,Garage Ruiz - Murcia
CLM_13181,POL_07249,CUS_06908,VEH_06501,AGT_00095,2025-11-12 04:37:00,2025-11-18 03:37:00,Policy Holder,Suburban,glass breakage,36.216922,-3.36563,No,No,6,5884.74,Carrocerías Ramírez - Valencia
CLM_13183,POL_05528,CUS_00041,VEH_00884,AGT_00016,2023-03-24 11:41:00,2023-05-04 01:41:00,Policy Holder,Rural,theft attempt,43.205183,-4.727228,No,No,0,447.51,Auto Marín - Las Palmas
CLM_13184,POL_00488,CUS_03024,VEH_08187,AGT_00150,2023-12-06 02:51:00,2023-12-30 05:51:00,Policy Holder,Urban,rollover,38.601916,-2.849045,No,Yes,6,1015.97,Garage Medina - Córdoba
CLM_13185,POL_01167,CUS_07142,VEH_02538,AGT_00001,2025-03-24 09:24:00,2025-04-09 05:24:00,Policy Holder,Urban,single vehicle accident,39.301181,-5.52375,No,No,1,1749.29,Garage Medina - Las Palmas
CLM_13186,POL_01467,CUS_03370,VEH_08034,AGT_00116,2024-12-25 15:51:00,2024-12-31 21:51:00,Policy Holder,Highway,parking damage,41.305935,0.704004,Yes,Yes,5,688.43,Auto Ramos - Zaragoza
CLM_13187,POL_08672,CUS_04760,VEH_05099,AGT_00128,2022-06-10 13:13:00,2022-07-11 10:13:00,Third Party,Rural,theft attempt,43.204508,2.814522,No,Unknown,5,2744.35,Mecánica Ortega - Barcelona
CLM_13188,POL_06193,CUS_06224,VEH_04228,AGT_00109,2025-07-01 22:58:00,2025-07-22 20:58:00,Policy Holder,Urban,pothole damage,43.54134,-7.367561,No,No,1,280.8,Reparaciones Rubio - Murcia
CLM_13189,POL_09100,CUS_01694,VEH_06138,AGT_00004,2023-01-15 14:05:00,2023-01-24 19:05:00,Policy Holder,Urban,falling object,42.004208,2.661074,No,No,4,270.97,Garage Domínguez - Granada
CLM_13190,POL_00373,CUS_05786,VEH_07212,AGT_00022,2022-09-04 00:19:00,2022-09-07 12:19:00,Policy Holder,Suburban,single vehicle accident,39.575544,2.419879,Yes,Yes,3,1089.38,Taller Rivera - Valladolid
CLM_13191,POL_04357,CUS_00649,VEH_01320,AGT_00071,2023-09-13 16:22:00,2023-10-19 20:22:00,Third Party,Suburban,multi-vehicle pileup,42.368868,-0.238635,No,Yes,1,3572.15,Garage Rivera - Valladolid
CLM_13192,POL_03805,CUS_03861,VEH_05057,AGT_00115,2022-12-02 09:20:00,2023-01-15 09:20:00,Policy Holder,Rural,theft attempt,36.240707,0.101838,No,No,5,8082.79,Carrocerías Ortiz - Córdoba
CLM_13193,POL_03493,CUS_00695,VEH_07718,AGT_00072,2024-07-26 18:51:00,2024-08-07 11:51:00,Policy Holder,Suburban,bicycle involved,41.720515,3.095271,Yes,Unknown,5,1564.79,Auto Marín - Las Palmas
CLM_13194,POL_02894,CUS_04509,VEH_03550,AGT_00112,2022-11-27 02:34:00,2022-12-26 17:34:00,Policy Holder,Parking,falling object,37.617882,0.390473,Yes,No,1,3110.91,Auto Sánchez - Valencia
CLM_13195,POL_00711,CUS_04327,VEH_00835,AGT_00056,2023-04-07 21:55:00,2023-05-02 20:55:00,Policy Holder,Suburban,theft attempt,36.102725,-8.491777,No,No,5,4083.54,Mecánica Rodríguez - Alicante
CLM_13196,POL_03298,CUS_04141,VEH_05711,AGT_00171,2024-06-23 01:27:00,2024-08-04 11:27:00,Third Party,Urban,rear-end collision,37.912709,2.4718,Yes,No,2,4261.25,Mecánica Suárez - Gijón
CLM_13198,POL_09318,CUS_04957,VEH_08718,AGT_00008,2023-04-23 17:11:00,2023-05-29 03:11:00,Policy Holder,Rural,pedestrian involved,40.460111,-6.786761,Yes,Yes,4,705.79,Carrocerías Torres - Gijón
CLM_13199,POL_00402,CUS_00318,VEH_08610,AGT_00092,2025-05-24 14:46:00,2025-06-24 09:46:00,Policy Holder,Highway,falling object,41.79971,-6.861198,Yes,No,7,881.06,Carrocerías Iglesias - Alicante
CLM_13200,POL_08945,CUS_05975,VEH_04218,AGT_00141,2024-01-04 22:18:00,2024-01-11 07:18:00,Policy Holder,Rural,fire damage,39.752889,-7.953709,Yes,No,1,302.81,Chapa y Pintura Suárez - Coruña
