vehicle_id,policy_id,license_plate,make,model,manufacture_year,vehicle_category,purchase_price_eur,color,odometer_km,driver_rating
VEH_07132,POL_02476,2846 BCZ,Dacia,Jogger,2011,Coupe,70657.0,Gris,112844,3
VEH_07133,POL_06745,5515 XTJ,Volkswagen,Touareg,2018,Utility,16896.87,Negro,202079,2
VEH_07134,POL_08708,6634 RPN,Honda,Jazz,2013,SUV,22968.41,Negro,100039,2
VEH_07135,POL_07274,7924 GBW,Nissan,Juke,2010,Sedan,16145.38,Rojo,257737,2
VEH_07136,POL_03774,6427 GDK,Volkswagen,Golf,2011,Coupe,9989.33,Gris,152186,1
VEH_07137,POL_08002,8709 SCB,Hyundai,Ioniq,2015,Sedan,37256.61,Naranja,193521,4
VEH_07138,POL_06011,0494 SRS,Suzuki,Vitara,2008,SUV,17512.14,Plata,49232,1
VEH_07139,POL_06896,4939 WVY,Citroën,Berlingo,2022,Sport,15098.23,Gris,138085,3
VEH_07140,POL_03896,5962 JWN,Ford,Mondeo,2006,SUV,14012.42,Rojo,63141,2
VEH_07141,POL_07434,5898 NWJ,SEAT,Arona,2022,Utility,44606.15,Negro,109569,4
VEH_07142,POL_08124,6567 WPT,Citroën,C3 Aircross,2008,SUV,13035.26,Negro,227845,2
VEH_07143,POL_01086,6099 NPG,Chevrolet,Cruze,2023,Van,15838.88,Azul,4229,2
VEH_07144,POL_08019,9631 CCG,Suzuki,Jimny,2021,Sport,18575.98,Naranja,210454,3
VEH_07145,POL_02153,1093 WXR,Land Rover,Evoque,2019,SUV,11800.42,Plata,114733,2
VEH_07147,POL_06502,7257 FZW,Mazda,MX-5,2008,Sedan,15929.56,Gris,132521,1
VEH_07148,POL_07479,1497 VSH,Mitsubishi,Outlander,2007,Coupe,17193.88,Azul,212845,3
VEH_07149,POL_08115,4611 TNC,Mitsubishi,Outlander,2024,SUV,6107.43,Gris,86788,3
VEH_07150,POL_00580,0508 HFZ,Renault,Kadjar,2014,Sedan,7827.42,Gris,173210,2
VEH_07152,POL_04672,2572 RGM,Dacia,Duster,2007,SUV,15417.77,Azul,187687,1
VEH_07153,POL_06734,6611 SGF,Ford,Fiesta,2023,Van,20988.16,Blanco,141303,4
VEH_07155,POL_06911,8182 KDJ,Honda,Fit,2005,Van,41404.79,Azul,90721,2
VEH_07156,POL_01563,1476 CKS,Peugeot,3008,2007,Sport,8757.43,Beige,239892,1
VEH_07158,POL_06459,8717 RNK,Honda,Fit,2021,Sport,8309.47,Blanco,113156,4
VEH_07159,POL_02253,2309 ZNY,Citroën,Berlingo,2012,Sport,16845.74,Plata,185636,1
VEH_07160,POL_03166,6670 SWF,Jeep,Cherokee,2007,Sedan,28130.36,Negro,242516,2
VEH_07161,POL_02913,0604 SVF,Hyundai,Tucson,2014,Sedan,11531.53,Plata,143615,2
VEH_07162,POL_08345,4853 TRJ,Renault,Scenic,2006,Sport,16919.93,Gris,159402,2
VEH_07163,POL_01056,6546 GZD,Volkswagen,Tiguan,2007,Sedan,42160.55,Rojo,81054,3
VEH_07164,POL_06880,8832 FHY,Land Rover,Evoque,2017,SUV,10125.37,Azul,245623,1
VEH_07165,POL_06315,1234 BZY,Volkswagen,ID.4,2015,Sedan,27760.71,Gris,21202,2
VEH_07166,POL_02626,3947 TWW,Mazda,Mazda2,2018,SUV,7717.6,Negro,69769,3
VEH_07167,POL_07403,9065 BNH,BMW,X5,2005,Coupe,10043.7,Blanco,202953,2
VEH_07168,POL_05243,4015 WSZ,Suzuki,S-Cross,2023,Sedan,17502.7,Gris,244794,3
VEH_07171,POL_08652,8853 SGN,Jeep,Wrangler,2008,SUV,6764.29,Rojo,20587,2
VEH_07172,POL_09037,2620 DHF,Volvo,XC60,2024,Sedan,17252.73,Verde,217603,2
VEH_07173,POL_05131,2697 TTW,Mitsubishi,Space Star,2007,Sedan,15933.59,Naranja,168990,2
VEH_07174,POL_06221,0727 SRB,Hyundai,Tucson,2013,Sedan,31187.58,Negro,119396,1
VEH_07175,POL_06388,8779 VMJ,Fiat,500X,2018,Utility,15284.2,Amarillo,156521,1
VEH_07176,POL_07481,5018 KKP,Land Rover,Range Rover,2022,Van,32822.64,Blanco,70326,4
VEH_07179,POL_07721,8923 NYD,Mitsubishi,ASX,2005,Sedan,11176.63,Plata,224994,2
VEH_07180,POL_03064,0551 SDJ,Honda,CR-V,2015,Sport,32941.87,Gris,42933,2
VEH_07181,POL_07047,7632 DLD,Mitsubishi,Outlander,2022,Utility,9863.41,Rojo,235807,4
VEH_07182,POL_02720,0183 HZM,Mazda,Mazda2,2007,Coupe,33778.63,Gris,103717,1
VEH_07183,POL_04442,0131 RZL,SEAT,Ibiza,2017,Sedan,9342.95,Gris,43123,4
VEH_07184,POL_02750,2952 WGW,Fiat,500,2024,Utility,30708.56,Blanco,261685,1
VEH_07185,POL_00831,6936 YSJ,Jaguar,I-Pace,2008,SUV,26416.65,Negro,15623,1
VEH_07187,POL_09070,7093 KCM,Jaguar,F-Pace,2016,Sedan,20385.63,Verde,89089,2
VEH_07189,POL_03619,2426 NLF,Chevrolet,Trax,2015,Sedan,31924.37,Gris,138907,4
VEH_07191,POL_08486,2398 BCF,Nissan,Qashqai,2016,Utility,51597.77,Azul,79868,1
VEH_07193,POL_05566,0483 SVP,Renault,Megane,2015,Van,32414.06,Gris,94521,1
VEH_07194,POL_00194,7951 CVL,Nissan,Navara,2020,Sport,14540.28,Verde,191070,1
VEH_07195,POL_05667,6885 WPB,Audi,TT,2023,Utility,13798.33,Blanco,101283,2
VEH_07197,POL_02870,1907 NLW,Volkswagen,Touareg,2021,Coupe,24044.02,Verde,186462,4
VEH_07198,POL_07358,6936 PJC,Suzuki,Vitara,2006,Van,19914.81,Blanco,86814,3
VEH_07199,POL_01283,0280 FMP,Nissan,Qashqai,2014,Van,8375.25,Azul,172444,1
VEH_07200,POL_00166,0033 YNL,Audi,A3,2016,SUV,30220.66,Amarillo,224685,2
VEH_07201,POL_03161,2012 XRH,Jeep,Compass,2012,Sedan,56550.68,Gris,228162,3
VEH_07202,POL_07626,0604 GPP,Land Rover,Defender,2022,Sport,30790.44,Beige,28491,1
VEH_07203,POL_09029,2787 PBH,Opel,Crossland,2023,SUV,4935.25,Verde,41122,3
VEH_07204,POL_01379,9630 PJN,Skoda,Kodiaq,2017,Sedan,22813.15,Blanco,279170,2
VEH_07205,POL_00244,6535 RZV,Volkswagen,Polo,2011,Sedan,13399.37,Beige,178232,3
VEH_07206,POL_04056,2978 HDK,Subaru,Outback,2015,SUV,4856.18,Verde,250765,2
VEH_07207,POL_00687,2106 YXB,Citroën,C5 Aircross,2024,Utility,11300.94,Blanco,84733,2
VEH_07208,POL_03302,1077 KGB,Volkswagen,Touareg,2005,SUV,24338.6,Gris,151878,2
VEH_07209,POL_04983,0955 JTS,Peugeot,508,2007,Sedan,26692.48,Plata,149499,1
VEH_07210,POL_02372,3446 JVV,Suzuki,Swift,2010,Sedan,26952.73,Marrón,269728,1
VEH_07211,POL_05737,8043 XMV,Volvo,V40,2021,Coupe,9763.95,Beige,120860,2
VEH_07212,POL_02044,9980 MZH,Alfa Romeo,Giulia,2023,Sedan,73830.2,Naranja,234287,2
VEH_07213,POL_07618,3596 SKZ,Nissan,Leaf,2005,SUV,14370.72,Rojo,19879,1
VEH_07214,POL_05077,0806 VTZ,BMW,Serie 1,2020,Sport,17070.59,Verde,261523,3
VEH_07215,POL_03511,4627 WMZ,Opel,Corsa,2018,Sedan,13917.18,Rojo,68434,1
VEH_07216,POL_02565,6816 NZK,Volkswagen,Passat,2012,Sedan,12910.84,Blanco,127569,3
VEH_07217,POL_08175,0342 BBM,Subaru,Forester,2008,SUV,50924.91,Blanco,64403,3
VEH_07218,POL_06941,1735 FBH,Ford,Mustang,2016,Utility,17958.32,Gris,249538,3
VEH_07219,POL_01524,8269 RMX,Honda,Accord,2007,Sedan,7213.35,Gris,256918,2
VEH_07220,POL_00467,1713 BNJ,Nissan,Juke,2011,Sedan,48809.49,Azul,251751,1
VEH_07221,POL_01258,9928 XRK,Fiat,500,2019,Sport,5451.81,Blanco,30680,3
VEH_07222,POL_07374,1580 HRB,Volkswagen,Tiguan,2022,Coupe,9074.83,Beige,121698,2
VEH_07223,POL_05250,9000 DKJ,Opel,Corsa,2007,Utility,10625.87,Negro,78803,3
VEH_07224,POL_05907,7774 HBJ,Skoda,Kodiaq,2008,Sedan,14572.2,Plata,263133,3
VEH_07225,POL_07155,5845 ZWZ,Porsche,911,2013,Sedan,41573.86,Beige,263417,1
VEH_07226,POL_03211,2455 KDY,Opel,Crossland,2012,Coupe,27384.47,Naranja,154215,2
VEH_07227,POL_07312,2950 ZCB,Renault,Captur,2016,Sedan,18011.31,Blanco,72224,2
VEH_07228,POL_04459,7680 BSD,Peugeot,3008,2016,Sport,20145.21,Rojo,179850,3
VEH_07229,POL_07836,4197 MXL,Skoda,Fabia,2022,Sedan,15781.55,Blanco,93123,1
VEH_07230,POL_02372,2722 NLL,Fiat,500,2005,Sedan,5345.08,Blanco,96689,4
VEH_07231,POL_08857,7227 GDC,Lexus,LC,2009,Sport,15089.99,Blanco,12720,2
VEH_07232,POL_07491,5387 DYM,Kia,Sportage,2015,SUV,7500.14,Plata,102283,4
VEH_07234,POL_01573,6827 SBV,Land Rover,Defender,2011,SUV,34741.96,Plata,29927,3
VEH_07235,POL_07072,2900 YTH,Mazda,Mazda6,2006,Sport,26530.67,Gris,224923,2
VEH_07236,POL_03853,1916 XZR,Porsche,Cayenne,2018,Van,17910.7,Blanco,200002,1
VEH_07237,POL_09321,4707 VKD,Alfa Romeo,Giulietta,2019,Sport,6511.2,Plata,140320,2
VEH_07238,POL_00629,6356 CWG,SEAT,Ibiza,2015,Coupe,26723.66,Gris,59279,4
VEH_07239,POL_01131,9078 SPH,Volvo,S60,2018,Utility,13395.37,Plata,37646,3
VEH_07240,POL_02312,9590 ZJP,Mazda,MX-5,2015,Utility,11631.91,Gris,231113,1
VEH_07241,POL_06989,6830 SBH,Mitsubishi,Outlander,2022,Sedan,23985.45,Amarillo,87897,3
VEH_07242,POL_05008,4705 WRD,Skoda,Fabia,2024,Sedan,26326.68,Blanco,189617,1
VEH_07245,POL_03061,6210 GBY,Volkswagen,Touareg,2018,Sedan,12044.96,Blanco,31100,2
VEH_07246,POL_05195,9665 NWB,Ford,Focus,2016,Van,28630.96,Gris,165405,2
VEH_07247,POL_02863,7257 BKG,Mercedes-Benz,Clase A,2020,Sedan,22974.81,Gris,183237,3
VEH_07249,POL_04455,5680 XCG,Skoda,Superb,2007,Sedan,7615.06,Negro,70281,1
VEH_07250,POL_02384,7554 XVW,Kia,Stonic,2012,Sport,22560.3,Rojo,229896,2
VEH_07251,POL_07333,9866 PFF,Audi,Q5,2021,SUV,19812.27,Negro,212176,1
VEH_07252,POL_03950,0812 FMV,Kia,Sportage,2017,Sport,8041.96,Gris,114294,2
VEH_07253,POL_01645,6865 MZF,Kia,Niro,2009,Utility,53005.71,Verde,230545,3
VEH_07254,POL_04375,7038 SDR,Mitsubishi,L200,2009,SUV,12012.61,Rojo,245092,2
VEH_07255,POL_04266,9152 VNH,Land Rover,Range Rover,2010,Sport,14376.61,Marrón,212673,1
VEH_07256,POL_00399,8478 WNV,Mazda,Mazda3,2011,Van,10302.72,Plata,208952,3
VEH_07257,POL_08957,4988 SJK,Nissan,Juke,2021,Sedan,27038.67,Rojo,161430,2
VEH_07258,POL_06371,2067 SZH,Mazda,CX-5,2011,Sport,46408.21,Blanco,82395,2
VEH_07259,POL_04950,5417 FDH,Opel,Corsa,2024,Sedan,17980.28,Rojo,221334,3
VEH_07261,POL_03050,8062 VBN,SEAT,Ateca,2009,Utility,37204.73,Verde,57309,1
VEH_07262,POL_04062,2355 BFS,Hyundai,Kona,2023,Sedan,27184.46,Plata,150551,3
VEH_07263,POL_03298,4635 RXB,Ford,Kuga,2006,Sport,15984.55,Plata,265416,1
VEH_07264,POL_03313,2884 CHY,Chevrolet,Trax,2016,Sedan,32112.75,Gris,258007,2
VEH_07265,POL_00683,0508 GRY,Hyundai,i30,2014,Coupe,6283.98,Gris,23525,2
VEH_07266,POL_07115,4717 RLH,Fiat,Panda,2023,SUV,24291.1,Plata,247968,3
VEH_07267,POL_09261,8103 YXZ,Porsche,Panamera,2013,Utility,16762.94,Blanco,85790,2
VEH_07268,POL_01573,3379 JWF,Mercedes-Benz,GLC,2024,Utility,26471.67,Rojo,96107,2
VEH_07269,POL_01450,6641 RYD,Suzuki,Ignis,2005,SUV,46621.99,Negro,199691,2
VEH_07272,POL_07619,2216 FWY,SEAT,Arona,2012,Utility,7563.24,Negro,44454,2
VEH_07273,POL_03621,1220 DMP,Toyota,Auris,2006,Sport,16221.31,Blanco,80852,4
VEH_07274,POL_01121,2088 BKX,Dacia,Logan,2006,SUV,19128.94,Blanco,184598,4
VEH_07275,POL_07237,2682 LKZ,Ford,Kuga,2020,Sedan,11383.89,Blanco,29329,2
VEH_07276,POL_01092,4801 KVZ,Skoda,Karoq,2024,Sport,11579.56,Rojo,238556,3
VEH_07277,POL_00074,2818 VGB,Renault,Captur,2021,Sport,44216.89,Negro,276813,4
VEH_07278,POL_08546,2419 FMF,Hyundai,i20,2019,Van,23139.93,Gris,255313,2
VEH_07279,POL_07646,4544 YNG,Land Rover,Defender,2005,SUV,15659.3,Negro,252354,2
VEH_07280,POL_01017,9302 RHH,Lexus,ES,2011,Sport,17144.4,Naranja,13352,1
VEH_07282,POL_05000,3998 KMK,Jaguar,XF,2011,Sport,15177.87,Gris,116052,2
VEH_07283,POL_05118,8867 TCJ,Hyundai,i20,2006,Coupe,6100.19,Marrón,203314,2
VEH_07284,POL_00933,4679 ZCB,Renault,Scenic,2017,Sport,16689.31,Negro,222766,1
VEH_07285,POL_01374,0127 ZSG,Jaguar,E-Pace,2021,Utility,32452.89,Azul,138408,3
VEH_07286,POL_06560,1284 NLJ,Toyota,RAV4,2024,Sedan,36133.51,Blanco,174580,2
VEH_07288,POL_02172,4412 ZYF,Mitsubishi,Outlander,2007,Sport,18819.25,Negro,106668,1
VEH_07289,POL_07589,6739 NLD,Jaguar,XF,2010,Sedan,7502.09,Negro,177101,4
VEH_07291,POL_06048,2897 PPF,Porsche,Macan,2007,Sport,17060.14,Negro,58883,2
VEH_07292,POL_03229,4803 RVC,Mazda,Mazda6,2009,Van,10346.74,Verde,99228,2
VEH_07293,POL_05213,6182 XNR,Dacia,Spring,2016,Sport,3901.68,Rojo,80208,1
VEH_07294,POL_02226,4501 HTM,Mazda,MX-5,2005,Van,26385.0,Negro,144750,1
VEH_07295,POL_06550,7229 SYW,Volkswagen,Touareg,2008,Sedan,19346.7,Gris,59613,1
VEH_07296,POL_05268,1070 WFL,Mitsubishi,Eclipse Cross,2020,Sedan,16585.9,Negro,185894,4
VEH_07297,POL_03911,0411 KYR,Opel,Grandland,2007,Sedan,23660.04,Blanco,140172,3
VEH_07298,POL_06386,0283 ZJP,Porsche,Cayenne,2005,Coupe,10310.06,Plata,172104,4
VEH_07299,POL_09069,8147 KPP,Renault,Twingo,2009,Sedan,38798.79,Gris,239369,4
VEH_07300,POL_00336,9863 KVH,Lexus,UX,2020,Sedan,7066.63,Beige,254988,3
VEH_07302,POL_04191,3450 YTD,Subaru,Forester,2017,Sport,12152.34,Marrón,7867,1
VEH_07303,POL_05629,8400 GPG,Mitsubishi,Eclipse Cross,2013,Sedan,5408.95,Plata,271776,2
VEH_07304,POL_03481,1754 LPL,Jeep,Wrangler,2020,Utility,62259.45,Blanco,228212,2
VEH_07306,POL_03769,1350 JRL,Kia,Stonic,2014,Sport,12194.21,Gris,5756,2
VEH_07307,POL_07872,4482 NPD,Renault,Captur,2023,Utility,21724.22,Azul,39133,3
VEH_07308,POL_07116,3654 WWL,Mercedes-Benz,Clase C,2008,Sedan,29125.15,Azul,173280,2
VEH_07309,POL_05270,4283 NBD,SEAT,León,2009,SUV,36717.69,Azul,91666,1
VEH_07310,POL_05218,7245 RPY,Audi,A3,2018,Utility,24249.06,Verde,33134,3
VEH_07311,POL_02256,6354 PMF,Volkswagen,Polo,2017,SUV,15799.48,Rojo,165942,2
VEH_07313,POL_06207,0276 HZX,Alfa Romeo,Giulia,2010,Sedan,11547.27,Negro,120449,3
VEH_07314,POL_00818,4162 CHD,Alfa Romeo,MiTo,2015,Sedan,41251.07,Plata,235556,2
VEH_07316,POL_01264,0321 YCR,SEAT,Ateca,2018,SUV,25450.08,Naranja,102100,1
VEH_07317,POL_00152,7121 XBD,Honda,Fit,2006,Sedan,8422.3,Marrón,196984,1
VEH_07318,POL_06667,0229 KSJ,Porsche,911,2016,Coupe,21783.23,Gris,220500,2
VEH_07319,POL_01680,6050 GYP,SEAT,Ibiza,2016,Van,18105.98,Gris,29128,1
VEH_07320,POL_07287,1556 CPM,Dacia,Logan,2021,Utility,11089.41,Blanco,251915,3
VEH_07321,POL_02650,3950 SYD,Alfa Romeo,Giulia,2007,Sedan,23206.59,Amarillo,26441,2
VEH_07323,POL_05451,1343 YHD,Alfa Romeo,Giulia,2020,Sedan,14634.82,Marrón,135388,2
VEH_07324,POL_05288,1862 FCK,Suzuki,Jimny,2021,SUV,62158.89,Azul,78838,1
VEH_07326,POL_01728,3473 NFD,Renault,Megane,2009,Sedan,51198.19,Azul,939,2
VEH_07327,POL_00215,1594 KBN,Skoda,Kodiaq,2012,SUV,20023.24,Amarillo,195761,2
VEH_07328,POL_00500,1579 ZBK,Peugeot,208,2013,Van,6167.35,Gris,79509,3
VEH_07329,POL_02971,6942 KZS,Honda,Fit,2006,Sedan,25053.98,Plata,147988,4
VEH_07330,POL_00500,4198 NRR,Mazda,MX-5,2024,Coupe,36095.67,Plata,199404,3
VEH_07332,POL_01866,9091 LPH,Suzuki,Swift,2013,Utility,27310.05,Negro,105150,3
VEH_07333,POL_02226,8245 ZWJ,Suzuki,Swift,2024,Utility,9316.31,Azul,48621,1
VEH_07334,POL_02761,3355 NKP,Suzuki,Swift,2009,Sedan,51711.46,Negro,253239,2
VEH_07335,POL_02710,7502 GDJ,Mitsubishi,ASX,2016,Sedan,36871.76,Plata,190971,2
VEH_07337,POL_05692,4634 HHC,Lexus,UX,2007,Utility,17923.59,Plata,230474,4
VEH_07338,POL_04260,3154 MYN,Fiat,Tipo,2022,Sedan,23528.61,Plata,41677,2
VEH_07339,POL_04301,3834 BPB,Mitsubishi,ASX,2006,Sedan,12099.12,Azul,138050,2
VEH_07340,POL_01287,5387 CXF,SEAT,Tarraco,2017,Sport,11046.79,Azul,154589,3
VEH_07341,POL_05777,3342 KWK,Mitsubishi,Outlander,2017,Sedan,45917.9,Gris,136776,3
VEH_07342,POL_01749,6802 RZG,Renault,Twingo,2007,Van,15830.7,Azul,271973,2
VEH_07344,POL_06694,8533 CMX,Ford,Kuga,2014,SUV,21575.87,Plata,70196,1
VEH_07345,POL_04600,5149 JFC,BMW,Serie 5,2014,Coupe,25847.09,Gris,86842,2
VEH_07346,POL_05449,6751 BRK,Audi,TT,2022,Van,25649.7,Marrón,68940,1
VEH_07347,POL_04879,0127 RCR,Skoda,Kodiaq,2008,SUV,21087.63,Blanco,61125,3
VEH_07348,POL_00415,2176 TMY,Porsche,Panamera,2016,Sport,16468.87,Blanco,7041,3
VEH_07349,POL_07690,5477 TMY,Citroën,C3 Aircross,2008,Coupe,54373.9,Gris,90560,4
VEH_07350,POL_06029,1844 VVC,Hyundai,Kona,2016,Utility,47976.97,Gris,213257,3
VEH_07351,POL_03527,8277 DWH,Subaru,Legacy,2022,Sedan,36621.99,Marrón,75306,2
VEH_07352,POL_02141,1330 DKJ,Alfa Romeo,MiTo,2018,Sedan,17632.88,Negro,213410,1
VEH_07354,POL_07548,3929 HNK,Volvo,XC40,2018,Coupe,19281.05,Negro,95392,1
VEH_07355,POL_08408,6706 BRT,Jaguar,F-Pace,2010,Sedan,79664.9,Plata,209381,2
VEH_07356,POL_01436,8975 GJN,Jaguar,E-Pace,2008,Coupe,34792.53,Marrón,11755,2
VEH_07357,POL_09157,3317 CXS,Ford,Kuga,2022,Sedan,21429.17,Verde,67469,2
VEH_07358,POL_02605,1504 GTK,Volvo,S60,2022,Utility,8803.87,Rojo,135783,1
VEH_07359,POL_05914,5389 WBJ,Opel,Crossland,2011,Sport,22582.53,Negro,22765,4
VEH_07360,POL_02970,3150 KRX,Volkswagen,Polo,2019,Sport,9136.3,Blanco,176344,2
VEH_07361,POL_01810,7527 PLK,Honda,Jazz,2015,Sedan,20116.6,Blanco,141060,1
VEH_07362,POL_00220,7179 BZC,Nissan,Juke,2015,SUV,32942.1,Amarillo,156794,3
VEH_07363,POL_05031,9977 SHX,Citroën,C3 Aircross,2012,Utility,27958.68,Azul,32614,2
VEH_07367,POL_03320,1711 NRT,Fiat,Punto,2020,Sedan,18733.07,Plata,227544,3
VEH_07368,POL_07842,3305 RYZ,Honda,CR-V,2012,Sedan,42053.32,Naranja,178336,3
VEH_07369,POL_07978,0279 WYM,Ford,Mustang,2023,Utility,11163.76,Azul,40027,2
VEH_07370,POL_07535,8064 MZY,SEAT,Tarraco,2018,Sedan,11064.71,Negro,240284,1
VEH_07371,POL_07704,6904 SSD,Hyundai,Ioniq,2012,Sport,24233.78,Beige,109009,2
VEH_07372,POL_07186,2870 VZW,Citroën,C5 Aircross,2019,Utility,9804.01,Gris,2681,1
VEH_07373,POL_01733,9639 YJH,Land Rover,Discovery,2006,Van,41157.4,Negro,124211,1
VEH_07374,POL_02265,8504 JYP,Honda,Fit,2011,Sport,6874.68,Plata,176528,1
VEH_07375,POL_03870,5197 NYP,Volvo,V40,2024,Utility,18105.54,Rojo,45773,1
VEH_07376,POL_04240,3912 XZM,Land Rover,Velar,2022,Sedan,46161.58,Azul,52466,2
VEH_07377,POL_09099,3492 SRY,Peugeot,2008,2016,Sport,14065.55,Naranja,261245,1
VEH_07378,POL_08887,4605 PBL,Audi,A4,2020,Sedan,13227.43,Negro,137107,2
VEH_07379,POL_06380,8748 GZD,Honda,Fit,2021,Sport,27837.11,Verde,193842,2
VEH_07380,POL_02972,9588 RSH,Fiat,Tipo,2023,Sedan,31220.59,Plata,15395,2
VEH_07381,POL_08186,0539 JHC,Mercedes-Benz,Clase E,2022,Sedan,39548.02,Negro,60312,1
VEH_07382,POL_04356,5087 MVJ,Renault,Scenic,2019,Van,41199.57,Negro,62970,1
VEH_07383,POL_00832,1758 BBJ,Citroën,C4,2014,SUV,16225.36,Negro,170694,2
VEH_07384,POL_04143,4633 WFD,Volkswagen,Tiguan,2021,Sedan,24581.74,Blanco,35183,1
VEH_07385,POL_07372,8205 YGY,BMW,X3,2013,Utility,15136.07,Negro,126018,4
VEH_07389,POL_05966,2082 RSZ,Volvo,S60,2024,Van,51380.62,Negro,7208,1
VEH_07390,POL_07868,8865 VWS,Jaguar,I-Pace,2012,Sedan,26904.58,Blanco,260675,3
VEH_07392,POL_02515,0768 HRK,BMW,Z4,2010,Coupe,16248.94,Azul,73962,2
VEH_07393,POL_02134,7355 ZCW,Nissan,Micra,2006,Sedan,29139.34,Marrón,40395,1
VEH_07394,POL_01492,4413 NVP,Mitsubishi,Space Star,2020,Sport,10203.0,Negro,278212,3
VEH_07395,POL_01042,8608 KBG,Subaru,Outback,2024,Sedan,48195.67,Gris,90657,3
VEH_07396,POL_01813,7767 SNM,Citroën,C3,2012,SUV,82755.95,Rojo,203657,1
VEH_07397,POL_08789,8934 CSM,Jaguar,I-Pace,2014,Sport,56742.47,Negro,134450,2
VEH_07398,POL_00817,1859 NWS,Lexus,NX,2015,Sedan,31279.38,Blanco,61801,3
VEH_07399,POL_08284,2612 TKV,BMW,Serie 3,2024,Utility,21625.36,Naranja,153363,2
VEH_07400,POL_03054,5115 PYH,Subaru,XV,2019,Utility,26866.44,Blanco,140921,4
VEH_07401,POL_09095,0007 YVC,Volvo,S60,2024,SUV,21930.13,Verde,92089,2
VEH_07402,POL_02309,9416 GGL,Volkswagen,ID.4,2013,Sport,26595.86,Plata,74486,1
VEH_07403,POL_06694,5924 FJC,Chevrolet,Trax,2009,Van,5609.29,Negro,171280,3
VEH_07404,POL_05083,0318 XBZ,Hyundai,Ioniq,2005,SUV,26070.81,Rojo,239980,3
VEH_07405,POL_03793,8328 VVF,Chevrolet,Cruze,2022,Sedan,30902.34,Negro,68897,1
VEH_07407,POL_01459,1383 VSF,Fiat,Panda,2013,Utility,13724.9,Rojo,245271,2
VEH_07408,POL_01276,1032 DHY,Mazda,CX-3,2024,SUV,15268.62,Blanco,70580,2
VEH_07409,POL_00621,1088 FVN,Porsche,Macan,2006,Sedan,23762.76,Negro,57658,2
VEH_07412,POL_04131,6653 CBP,Kia,Stonic,2007,SUV,14681.69,Negro,242250,4
VEH_07413,POL_00264,0087 YSC,Land Rover,Range Rover,2005,Sport,9516.88,Gris,113524,3
VEH_07414,POL_01075,7330 FRV,Mitsubishi,Space Star,2013,SUV,37207.32,Gris,109095,1
VEH_07416,POL_02073,7648 JTX,Audi,A4,2008,Sport,30509.59,Negro,241459,2
VEH_07417,POL_07131,3065 LYZ,Renault,Clio,2013,Sedan,25752.09,Blanco,222894,3
VEH_07418,POL_08353,4830 XSB,Mazda,Mazda2,2005,Coupe,11238.05,Gris,55221,1
VEH_07419,POL_03602,2851 MCZ,BMW,Z4,2008,SUV,33186.17,Rojo,217868,3
VEH_07420,POL_04819,9008 VHS,Volkswagen,Touareg,2010,Coupe,21272.82,Gris,268187,2
VEH_07421,POL_02735,6143 VYX,Renault,Clio,2008,Utility,19580.16,Blanco,150640,2
VEH_07424,POL_07840,6098 BCZ,Hyundai,Tucson,2005,SUV,26817.04,Azul,207004,1
VEH_07425,POL_08383,1495 CVV,Kia,Stonic,2009,Van,27294.82,Amarillo,144335,2
VEH_07426,POL_05207,3291 YDS,Fiat,500X,2016,Sedan,18724.16,Negro,247761,1
VEH_07427,POL_04807,1658 TVK,Ford,Fiesta,2017,Sedan,7421.29,Negro,43426,3
VEH_07428,POL_00954,8809 SYN,Volkswagen,Golf,2010,SUV,16307.14,Blanco,47513,2
VEH_07429,POL_03122,2644 WLR,Renault,Scenic,2010,Sport,24153.86,Blanco,58082,3
VEH_07430,POL_07677,8616 GLC,Honda,Jazz,2014,Utility,12193.31,Negro,48520,2
VEH_07431,POL_02601,2241 RRW,Skoda,Octavia,2008,Sedan,50229.73,Azul,188511,2
VEH_07433,POL_01813,1656 NZC,Land Rover,Defender,2012,SUV,20423.68,Plata,62846,1
VEH_07434,POL_07427,7253 DVW,SEAT,Arona,2023,Van,8645.48,Beige,38382,1
VEH_07435,POL_01163,3919 ZKX,Renault,Kadjar,2019,SUV,18386.67,Gris,194974,2
VEH_07436,POL_08003,9816 BNK,Lexus,NX,2019,Van,11228.24,Rojo,68241,4
VEH_07437,POL_02353,4731 DYW,Citroën,C5 Aircross,2010,SUV,74424.34,Plata,186819,2
VEH_07438,POL_06719,8876 CLG,Volvo,XC60,2005,SUV,81750.75,Azul,88246,3
VEH_07439,POL_00009,1159 SFP,Volkswagen,T-Roc,2007,Sedan,18364.07,Rojo,33339,1
VEH_07440,POL_03242,5067 JDV,Nissan,Leaf,2013,Utility,16636.3,Rojo,53917,3
VEH_07441,POL_02321,4962 GGJ,Skoda,Octavia,2021,Utility,7101.14,Negro,47615,1
VEH_07442,POL_05705,9050 ZZC,Land Rover,Velar,2023,Sedan,24485.01,Rojo,214107,2
VEH_07443,POL_01625,1281 MFF,Volkswagen,T-Roc,2011,Sedan,12007.6,Azul,137395,2
VEH_07445,POL_00682,5555 JZG,Volkswagen,Polo,2024,Sport,6705.95,Negro,114842,2
VEH_07446,POL_03930,3108 FMF,Chevrolet,Trax,2020,Sedan,14861.79,Negro,15991,3
